,Job Title,Company Name,Location,Salary,Summary
0,Junior Data Scientist/ta,WSD Consultant,"Gurgaon, Haryana","₹7,00,000 - ₹15,00,000 a year",These programs help them master data-driven decision-making regardless of the sector or function they work in and secure their career growth into the future.
1,Data Scientist (Risk Analytics & Modeling),LoanXpress,"Mumbai, Maharashtra",Nothing_found,"Manage large loan level and borrower level data used for risk and learning models.
Minimum 2 years of experience in implementing statistical/machine learning…"
2,Data Scientist,AI Engineer,"Delhi, Delhi","₹17,000 - ₹25,000 a month","Ability to use data visualization tools to showcase data for stakeholders.
Analyze and derive value from data through the application methods such as…"
3,Data Scientist,NatWest Group,"Gurgaon, Haryana",Nothing_found,"Participating in the data community, you’ll identify and deliver opportunities to support the bank’s strategic direction through the better use of data."
4,DATA SCIENTIST,Rockwell Automation,"Pune, Maharashtra",Nothing_found,"Experience implementing data science models in production.
Bachelor’s degree in data analytics, software engineering, management information systems, or related…"
5,Data Scientist,Zestmoney,Karnataka,Nothing_found,"Apply advanced statistical and data mining techniques in order to derive patterns from the data.
Assess the effectiveness and accuracy of new data sources and…"
6,Data Analyst/ Scientist,ANI Calls India Private Limited,"Noida, Uttar Pradesh","₹8,00,000 - ₹16,00,000 a year","Design, develop and implement data science and business analytics models for problem solving.
Analyze and evaluate research and interpret data, making sure that…"
7,Data and Applied Scientist,Microsoft,"Hyderabad, Telangana",Nothing_found,"We have an exciting opportunity for a seasoned data and applied scientist, who is passionate about building deep analytics, insights and optimization…"
8,Data Scientist,XPO Logistics,"Mumbai, Maharashtra",Nothing_found,"The selected candidate will possess a combination of data science skills including data wrangling, advanced programming and statistical analysis (machine…"
9,Data Scientist,Parexel,"Hyderabad, Telangana",Nothing_found,"Deliver analytic insights and recommendations using data visualization techniques.
Extensive experience in working with large-scale data."
10,Data Science-DL-,Aditya Birla Group,Maharashtra,Nothing_found,"As such, the role of a data scientist is responsible for creating the decision systems that convert data into models."
11,Data Scientist,Payoda,"Coimbatore, Tamil Nadu",Nothing_found,"We are looking for a passionate data scientist to become part of the Bigdata and Data Science team to.
Hands-on data scrapping, data exploration, hypothesis…"
12,Data Scientist / Machine Learning,ANI Calls India Private Limited,"Noida, Uttar Pradesh","₹8,00,000 - ₹16,00,000 a year","Strong intuition for data and Keen aptitude on large scale data analysis.
6-9 years of strong experience in data mining, machine learning and statistical…"
13,Delivery Data Scientist,Microsoft,"Hyderabad, Telangana",Nothing_found,"Hands on experience on Python for both data prep and modeling.
Hands on experience on Python for both data prep and modeling.
What you could bring to the team."
14,Data Scientist,Banctec Tps India Private Limited,"Pune, Maharashtra",Nothing_found,"Ø Strong problem-solving skills with an emphasis on data transformation.
Ø Knowledge and experience in statistical and data mining techniques: Regression,…"
15,Manager - Data Scientist,Michelin,"Pune, Maharashtra",Nothing_found,"The data, its relevance and its source are described and prioritized.
The data are prepared (cleansed, enriched, mapped,agregated, …) and the approach is…"
16,Data Scientist - Predictive Analytics,Yash Technologies,"Hyderabad, Telangana",Nothing_found,"Min 3+ years of relevant experience in data analytics.
Experience in developing minimum viable product related to data analytics."
17,Data Scientist,Biz2Credit Inc,"Noida, Uttar Pradesh",Nothing_found,"Work on data projects and proposals involving Biz2Credit?s financial services partners worldwide (banks, non-banks, debt investors, equity investors and others)…"
18,Data Scientist / Machine Learning Expert,ANI Calls India Private Limited,"Bengaluru, Karnataka","₹8,00,000 - ₹16,00,000 a year","Strong intuition for data and Keen aptitude on large scale data analysis.
6-9 years of strong experience in data mining, machine learning and statistical…"
19,Data science/Data analytics/Python,HSBC,"Pune, Maharashtra",Nothing_found,"Exploring and visualizing data to gain an understanding of it, then identifying pattern in data distribution and generate insights."
20,Lead Data Scientist,Cognizant,"Hyderabad, Telangana",Nothing_found,Business/nWorks with the business team to identify the right business objective and data required to answer the sameDesigns and executes a data collection plan…
21,Data Science,Larsen & Toubro Infotech Limited,India,Nothing_found,"Preferable Expertise in leveraging capabilities of AI & ML with medium to large customer data in Insurance Domain.
Concentrations in AI/ML preferred."
22,Data Science Internship,KUKbit Software Lab,"Pune, Maharashtra","₹15,000 a month","Processing of unstructured/structured data.
Working on data science algorithms and AI concepts 2.
KUKbit Software Lab helps clients manage their cloud…"
23,Data Scientist,EcoMetric,"Pune, Maharashtra",Nothing_found,Ability to clearly document and communicate data exploration and cleaning decisions while assessing their effect on resulting data structures and possible…
24,"Jr.Data Scientist, Rider Analytics",ANI Calls India Private Limited,"Hyderabad, Telangana","₹9,00,000 - ₹16,00,000 a year",Excellent SQL skills and the ability to use tools such as Python or R to work efficiently at scale with large data sets.
25,Senior Data Scientist,Razorpay,"Bengaluru, Karnataka",Nothing_found,"Run data exploration to understand relationships and patterns within the data, develop data visualisation to represent and be able to demonstrate the…"
26,ML Engineer/ Data Scientist,Spotflock,"Hyderabad, Telangana",Nothing_found,"Supervising the data acquisition process if more data is needed.
Verifying data quality, and/or ensuring it via data cleaning.
Damn good with their skillset."
27,Data Scientist,Terra Economics & Analytics Lab (TEAL),"New Delhi, Delhi",Nothing_found,"Creating compelling data visualizations and communicating results.
As a Data Scientist at TEAL, you'll be taking the plunge into a rich data lake that includes…"
28,Data Science Internship,Applicate IT Solutions Private Limited,"Gurgaon, Haryana","₹25,000 a month","Selecting appropriate datasets and data representation methods 5.
Applicate is a sales-tech company with ready-to-deploy cloud-based solutions across roles,…"
29,"Senior Staff Engineer, Data Scientist",Stryker,"Gurgaon, Haryana",Nothing_found,"Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets."
30,Associate Data Scientist,Gap Inc.,"Hyderabad, Telangana",Nothing_found,"Transform large amounts of data across a diverse set of subject areas, collaborating with other data platform engineers where optimal to prepare data pipelines…"
31,Data Science Internship,Quadratyx,"Hyderabad, Telangana",Nothing_found,"Demonstrate strong skills in data preprocessing and data wrangling 6.
Visualize data and present insights to business 10.
Have relevant skills and interests."
32,ML Engineer/ Data Scientist Engineer,ANI Calls India Private Limited,"Hyderabad, Telangana","₹8,00,000 - ₹14,00,000 a year","Supervising the data acquisition process if more data is needed.
Verifying data quality, and/or ensuring it via data cleaning."
33,Data Scientist II,HERE Technologies,"Mumbai, Maharashtra",Nothing_found,"Development experience with GIS data.
Knowledge of tools such as Pig, Hive, etc., for working with big data in Hadoop and/or Spark for data extraction and data…"
34,Data Scientist DA4AD,Daimler,"Bengaluru, Karnataka",Nothing_found,"Experience with data visualisation tools like matplotlib, Tableau.
Experience with data visualisation tools like matplotlib, Tableau."
35,Junior Data Scientist,Soothsayer Analytics,"Hyderabad, Telangana",Nothing_found,"Collaborate with other engineers, data scientists, and product/business people.
Solve cutting edge, challenging problems working alongside a great team of world…"
36,Data Scientist,Intertrust,India,Nothing_found,"Experience using Python to manipulate data and draw insights from large data sets.
3+ yrs exp in data science.
Should be strong in communication skills."
37,Data Scientist,xtLytics,"Noida, Uttar Pradesh",Nothing_found,"Is creative and has a flair for data visualization.
Is passionate about solving business problems using large, complex data sets."
38,Tech Prog Mgr I - Data Science 1,Sitel,"Hyderabad, Telangana",Nothing_found,"Experience in various statistical and machine learning models, data mining, unstructured data analytics in corporate or academic research environments."
39,"Data Analyst (Python, ELG developer, Machine Learning)",3RI TECHNOLOGIES,"Pune, Maharashtra",Nothing_found,"Providing technical expertise in data storage structures, data mining, and data cleansing.
5 to 7 years of work experience in data analytics and data…"
40,Senior Data Scientist,PLUTO 7,"Bengaluru, Karnataka",Nothing_found,"Work experience in building data pipelines to ingest, cleanse and transform data.
Good exposure in exploratory data analysis.
Good in Python/R/SAS programming."
41,Senior Data Scientist,TEG Analytics,India,Nothing_found,"You will be part of a data science or cross-disciplinary team on commercially-facing development projects, typically involving large, complex data sets."
42,"Data Scientist - Credit Portfolio - Bangalore, India",MPOWER Financing,"Bengaluru, Karnataka",Nothing_found,"Advanced data modeling and data programming skills using large, complex data schemas.
Completing exploratory data analyses of large sets of public, private, and…"
43,Sr. Data & Applied Scientist,Microsoft,"Hyderabad, Telangana",Nothing_found,"Lead a team of engineers or data scientists to deliver sustainability platform.
Collect, organize and analyze data from multiple environmental sources, Azure…"
44,Data Science Engineer,Aptiv,"Bengaluru, Karnataka",Nothing_found,"CS/ data science engineering education background.
Aptiv is a global technology leader, with more than 160,000 people across more than 125 manufacturing…"
45,"Data Scientist - Credit Portfolio - Bangalore, India",MPOWER Financing,"Bengaluru, Karnataka",Nothing_found,"Advanced data modeling and data programming skills using large, complex data schemas.
Completing exploratory data analyses of large sets of public, private, and…"
46,Sr. Data & Applied Scientist,Microsoft,"Hyderabad, Telangana",Nothing_found,"Lead a team of engineers or data scientists to deliver sustainability platform.
Collect, organize and analyze data from multiple environmental sources, Azure…"
47,Data & Analytics Tech - EDM - Associate 1 - Bangalore,PwC,"Bengaluru, Karnataka",Nothing_found,"Good knowledge about data warehousing and Integration concepts.
Should have expertise in extracting data from different source systems like flat files, XML…"
48,Data Scientist /software,ANI Calls India Private Limited,"Bengaluru, Karnataka","₹9,00,000 - ₹16,00,000 a year","BI tools for data visualization like Tableau.
5 years of professional experience in a data science.
Experience extracting insights from large data sets using…"
49,"Associate Data Analyst, Technical Services",FiscalNote,"Gurgaon, Haryana",Nothing_found,"Match legislative stakeholders shared by clients to FiscalNote data for use with internal data integration tools.
Excellent written and verbal English skills."
50,Data Scientist DA4AD,Mercedes-Benz Research and Development India Priva...,"Bengaluru, Karnataka",Nothing_found,"Experience with data visualisation tools like matplotlib, Tableau.
Experience with data visualisation tools like matplotlib, Tableau."
51,Data Scientist II,Honeywell,"Bengaluru, Karnataka",Nothing_found,"Design and implement architecture/tech stack for data integration, data flow and data storage for DL solutions.
A go-getter attitude with a drive for execution."
52,Data Scientist –Technology,Anlage Infotech,"Bengaluru, Karnataka",Nothing_found,"Perform exploratory data analyses, generate and test working hypotheses, prepare and analyze historical data and identify patterns."
53,Data Scientist,Larsen & Toubro Infotech Limited,India,Nothing_found,"Must have minimum of 4+ years of industry experience in developing data science models.
""Responsibilities: Passion for learning new technologies and be up to…"
54,Data Scientist,Meesho,"Bengaluru, Karnataka",Nothing_found,From improving our product usability to identifying new growth opportunities data scientists help all teams within Meesho develop effective solutions.
55,Data Analyst,Larsen & Toubro Infotech Limited,India,Nothing_found,"""Candidate should have good experience in developing data analytics and data propagation pipeline with Python."
56,"Senior Data Scientist Bangalore, Karnataka",VMware,"Bengaluru, Karnataka",Nothing_found,"Prepare data for analysis using SQL or domain specific tool (example: Omniture for Digital), visualizing the data and executing to specifications."
57,Data Scientist,ANI Calls India Private Limited,"Hyderabad, Telangana","₹9,00,000 - ₹16,00,000 a year","BI tools for data visualization like Tableau.
5 years of professional experience in a data science.
Experience extracting insights from large data sets using…"
58,Data Analytics and reporting,Barclays,"Pune, Maharashtra",Nothing_found,"Job Title:Data Analytics and reporting.
The person is responsible for managing GRS Exception Management & Validation team ( or in Individual Contributor Role)…"
59,Data Scientist,Emerging India Group,India,Nothing_found,We are looking for a data scientist with an experience of 3+ years in deriving insights using analytical models handling vast amounts of data available across…
60,DATA SCIENTIST,Alpha ICT LLP,"Pune, Maharashtra",Nothing_found,"Identifying additional data to be collected and third-party data sources that will help the analysis.
Experience using statistical computer languages (R, Python…"
61,Data Scientist - 1120-CN-200,RELX Group,"Chennai, Tamil Nadu",Nothing_found,"Industry experience in ML and large-scale data mining is a big bonus.
Industry experience in Machine Learning, information clustering and large-scale data…"
62,Data Scientist_TS,AppZen,"Pune, Maharashtra",Nothing_found,"With a team of highly skilled and motivated data scientists and machine learning engineers.
Ensure data quality throughout all stages of acquisition and…"
63,Data Scientist I,Novartis,"Hyderabad, Telangana",Nothing_found,"Extensive experience in working with large-scale datasets (in bigdata architecture, data lake, data mart, data warehouse).
Nov Hltcr Shared Services Ind."
64,Data Scientist- Computer Vision Scientist,[24]7.ai,"Bengaluru, Karnataka",Nothing_found,The Computer Vision and Image Processing (CVIP) team of Data Science Group (DSG) develops scalable solutions involving images and videos in conversational space…
65,Data Scientist Intern,Salasar New Age Technologies,"Noida, Uttar Pradesh",Nothing_found,"Hiring interns with a tremendous desire to learn new/futuristic technologies by continuous research and experimentation, developing prototypes, demonstrating…"
66,Data Scientist (Intern),AIChunks,"Sector 22 Chandigarh, Chandigarh",Nothing_found,Graduates in the field of Computer Science and have basic Knowledgwe of Machine Learning and AI.
67,Data Scientist,CogniSure,"Bengaluru, Karnataka",Nothing_found,"Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Build custom data models and machine-learning algorithms to apply to…"
68,Machine Learning Engineer/ Data Scientist,Dürr AG,"Noida, Uttar Pradesh",Nothing_found,"This includes data processing, data exploration, ML model development & training as well as the deployment.
Working in agile cross-functional teams in order to…"
69,Data Scientist,Netomi,"Gurgaon, Haryana",Nothing_found,Deep knowledge and experience in both key areas Information Extraction (from structured and unstructured data and represent that knowledge) Knowledge…
70,Global Medical Data Scientist,GSK,"Bengaluru, Karnataka",Nothing_found,This role will appropriately translate unstructured data into structured data to integrate with other data and analyses for use with insight discovery.
71,Sr.Data Analyst/ Scientist,ANI Calls India Private Limited,"Bengaluru, Karnataka","₹8,00,000 - ₹16,00,000 a year","Design, develop and implement data science and business analytics models for problem solving.
Analyze and evaluate research and interpret data, making sure that…"
72,Data Scientist,American Express Global Business Travel,"Gurgaon, Haryana",Nothing_found,"The data science solutions engineer will be a member of the data analytics team and will lead efforts around building big data, data science, data quality, and…"
73,Data Scientist,Cumulations Technologies,"Bengaluru, Karnataka",Nothing_found,"Build models and analyze medical data collected from healthcare devices and apps.
Expose this data to mobile and web apps to build feature set."
74,Jr. Data Scientist,xtLytics,"Noida, Uttar Pradesh",Nothing_found,"Use strong business acumen, as well as an ability to communicate findings and mine vast amounts of data for useful insights."
75,Data Scientist,CogniSure,"Bengaluru, Karnataka",Nothing_found,"Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Build custom data models and machine-learning algorithms to apply to…"
76,Machine Learning Engineer/ Data Scientist,Dürr AG,"Noida, Uttar Pradesh",Nothing_found,"This includes data processing, data exploration, ML model development & training as well as the deployment.
Working in agile cross-functional teams in order to…"
77,Data Scientist,Netomi,"Gurgaon, Haryana",Nothing_found,Deep knowledge and experience in both key areas Information Extraction (from structured and unstructured data and represent that knowledge) Knowledge…
78,Global Medical Data Scientist,GSK,"Bengaluru, Karnataka",Nothing_found,This role will appropriately translate unstructured data into structured data to integrate with other data and analyses for use with insight discovery.
79,Sr.Data Analyst/ Scientist,ANI Calls India Private Limited,"Bengaluru, Karnataka","₹8,00,000 - ₹16,00,000 a year","Design, develop and implement data science and business analytics models for problem solving.
Analyze and evaluate research and interpret data, making sure that…"
80,Data Scientist,American Express Global Business Travel,"Gurgaon, Haryana",Nothing_found,"The data science solutions engineer will be a member of the data analytics team and will lead efforts around building big data, data science, data quality, and…"
81,Data Scientist,Cumulations Technologies,"Bengaluru, Karnataka",Nothing_found,"Build models and analyze medical data collected from healthcare devices and apps.
Expose this data to mobile and web apps to build feature set."
82,Associate Scientist,Syngene,"Bengaluru, Karnataka",Nothing_found,"Writing of Laboratory Note Books, tractability of raw data, analysis and study report to ensure data integrity.
Biochemical, Enzyme based assay development."
83,Jr. Data Scientist,xtLytics,"Noida, Uttar Pradesh",Nothing_found,"Use strong business acumen, as well as an ability to communicate findings and mine vast amounts of data for useful insights."
84,Data Scientist,Hitachi Vantara,"Pune, Maharashtra",Nothing_found,"Must have led a team of data engineers and data scientists in leading data science engagements.
Perform exploratory data analyses, generate and test working…"
85,"Data Scientist (Forecasting, SAS)",Mondelēz International,India,Nothing_found,"Ability to use data visualization tools to showcase data for stakeholders.
Analyze and derive value from data through the application methods such as…"
86,"Scientist III, Molecular Biology",Thermo Fisher Scientific,"Bengaluru, Karnataka",Nothing_found,"Responsible for data integrity and accuracy.
Keeping thorough record of results into data sheets and/or electronic databases and notebooks."
87,Data Scientist,Entytle,Maharashtra,Nothing_found,Study data sources and find insights/correlation to investigate how data science can be used to solve existing and new business challenges.
88,Data Scientist & AI Expert,Siemens Technology and Services Private Limited,"Gurgaon, Haryana",Nothing_found,"Experience in data visualization tools like Tableau, Power BI, statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from…"
89,Data Scientist,Dun & Bradstreet,"Mumbai, Maharashtra",Nothing_found,"Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques."
90,Data Scientist,CogniSure,"Bengaluru, Karnataka",Nothing_found,"Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Build custom data models and machine-learning algorithms to apply to…"
91,Data Scientist,Virtusa Software Services Private Limited,"Chennai, Tamil Nadu",Nothing_found,"Team operations Lead a team of Junior data scientists to successfully deliver AI-ML projects.
Experience in analysing complex problems and translating them to…"
92,Engineer -Machine Learning,PayPal,"Chennai, Tamil Nadu",Nothing_found,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing…"
93,Lead Data Scientist,Unilever,"Bengaluru, Karnataka",Nothing_found,"Better data and data science access for every part of Unilever, across the 3 data framework (Connectivity, Growth, Continuous Improvement) and leading through…"
94,Data Scientist –Technology,Anlage Infotech,"Bengaluru, Karnataka",Nothing_found,"Perform exploratory data analyses, generate and test working hypotheses, prepare and analyze historical data and identify patterns."
95,Data Scientist,Lumiq,India,Nothing_found,"You are able to scope and define data sets needed for specific use cases and identifying data gaps.
You have a strong primary expertise as data scientist, with…"
96,AI / ML Data Scientist – Democratize commerce through Technology!,CareerXperts,India,Nothing_found,The focus of our data science team is to work on highly scalable data-driven products that have massive impact on business.
97,Senior Data Scientist,CoreCompete,"Hyderabad, Telangana",Nothing_found,"Ability to work with junior team members while leading data science projects.
Experience in retail, manufacturing, or banking domain in developing data science…"
98,Senior Data Scientist- Computer Vision,Walmart,"Bengaluru, Karnataka",Nothing_found,"We are building smart data systems that ingest, model and analyse massive flow of data from online and offline activity.
Product from inception to production."
99,Data Scientist / NLP specialist,ANI Calls India Private Limited,"Mumbai, Maharashtra","₹9,00,000 - ₹16,00,000 a year","BI tools for data visualization like Tableau.
5 years of professional experience in a data science.
Experience extracting insights from large data sets using…"
100,Data Scientist,Kwalee,"Bengaluru, Karnataka",Nothing_found,"Build data solutions to solve business problems.
A proven track record of solving problems with data.
Experience managing data projects from prototype to…"
101,Business Analyst - Data Scientist,Mitel,"Bengaluru, Karnataka",Nothing_found,"Enhance and maintain databases by acquiring data from multiple sources, and build scripts that will make the data evaluation process more flexible and scalable…"
102,Associate NLP & Text Mining Data Scientist,Evolent Health,"Pune, Maharashtra",Nothing_found,"Gather external data sets; build synthetic data and label data sets as per the needs for NLP/NLR/NLU.
As a junior research scientist/engineer part of Data…"
103,Associate Data Scientist,Bajaj Allianz General Insurance Company,India,Nothing_found,"Machine Learning based data Products development.
One will be involved in many industry first data solutions working in a start-up mode."
104,Product Development Engineer III - Machine Learning,Phenom People,"Hyderabad, Telangana",Nothing_found,"Work closely with Machine Learning Scientists (PhDs), ML engineers, data scientists and data engineers to address challenges head on."
105,Global Medical Data Scientist,GSK,"Bengaluru, Karnataka",Nothing_found,This role will appropriately translate unstructured data into structured data to integrate with other data and analyses for use with insight discovery.
106,Sr.Data Analyst/ Scientist,ANI Calls India Private Limited,"Bengaluru, Karnataka","₹8,00,000 - ₹16,00,000 a year","Design, develop and implement data science and business analytics models for problem solving.
Analyze and evaluate research and interpret data, making sure that…"
107,Data Scientist,American Express Global Business Travel,"Gurgaon, Haryana",Nothing_found,"The data science solutions engineer will be a member of the data analytics team and will lead efforts around building big data, data science, data quality, and…"
108,Data Scientist,Cumulations Technologies,"Bengaluru, Karnataka",Nothing_found,"Build models and analyze medical data collected from healthcare devices and apps.
Expose this data to mobile and web apps to build feature set."
109,Jr. Data Scientist,xtLytics,"Noida, Uttar Pradesh",Nothing_found,"Use strong business acumen, as well as an ability to communicate findings and mine vast amounts of data for useful insights."
110,Data Scientist,Hitachi Vantara,"Pune, Maharashtra",Nothing_found,"Must have led a team of data engineers and data scientists in leading data science engagements.
Perform exploratory data analyses, generate and test working…"
111,"Data Scientist (Forecasting, SAS)",Mondelēz International,India,Nothing_found,"Ability to use data visualization tools to showcase data for stakeholders.
Analyze and derive value from data through the application methods such as…"
112,Data Scientist,Entytle,Maharashtra,Nothing_found,Study data sources and find insights/correlation to investigate how data science can be used to solve existing and new business challenges.
113,Data Scientist & AI Expert,Siemens Technology and Services Private Limited,"Gurgaon, Haryana",Nothing_found,"Experience in data visualization tools like Tableau, Power BI, statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from…"
114,Data Scientist,Dun & Bradstreet,"Mumbai, Maharashtra",Nothing_found,"Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques."
115,Sr.Data Scientist,Innefu Labs Pvt. Ltd.,"Delhi, Delhi",Nothing_found,"Must be able to handle deployment complexities like big data management, model integration to existing environment.
More than 100+ clients in India."
116,Data Scientist,Virtusa Software Services Private Limited,"Chennai, Tamil Nadu",Nothing_found,"Team operations Lead a team of Junior data scientists to successfully deliver AI-ML projects.
Experience in analysing complex problems and translating them to…"
117,Data Scientist-ML,Vodafone,India,Nothing_found,"This is a senior data scientist role.
The incumbent has to lead a team of data scientist on a work stream.
Exceptional data manipulation and analysis techniques…"
118,Data Scientist,Ganit,"Mumbai, Maharashtra",Nothing_found,"Create and implement data models.
Can handle data extraction, preparation and transformation.
Location: Chennai, Mumbai, Bengaluru - India."
119,Data Scientist,IHS Markit,"Gurgaon, Haryana",Nothing_found,"Efficiently explore new data sources and assess data gathering techniques.
Experience using statistical computer languages (preferably python or R) to…"
120,Associate NLP & Text Mining Data Scientist,Evolent Health,"Pune, Maharashtra",Nothing_found,"Gather external data sets; build synthetic data and label data sets as per the needs for NLP/NLR/NLU.
As a junior research scientist/engineer part of Data…"
121,Data Scientist,Pivotchain Solution Technologies,"Pune, Maharashtra",Nothing_found,"RequirementsBS/MS degree in Computer science, MathsYou are experienced with data stores such as Mysql, MongoDB, Cassandra, HBase, HiveExperienced with data…"
122,Data Scientist -Deep learning Expert,Achyutas Soft Private Limited,"Hyderabad, Telangana",Nothing_found,"Experience of Building products BEGINING FROM scratch TO production LEVEL.
Image classification, Image recognition , Analysis and reporting."
123,Data Scientist / NLP /engineer,ANI Calls India Private Limited,"Chennai, Tamil Nadu","₹9,00,000 - ₹16,00,000 a year","BI tools for data visualization like Tableau.
5 years of professional experience in a data science.
Experience extracting insights from large data sets using…"
124,Data Scientist,Mahajan Imaging,"Defence Colony, Delhi, Delhi",Nothing_found,"Responsible for driving Mahajan Imaging's new focus on medical informatics and data analytics:
Preferably well aquainted with SQL based PACS and Hospital…"
125,Data Scientist,Turbolab Technologies,"Kochi, Kerala",Nothing_found,"Back-end Python Engineer who will write, test, and refactor Python code for our data analysis components.
Familiar in Git and Linux."
126,Data Scientist,Ericsson,"Chennai, Tamil Nadu",Nothing_found,"As a Data Scientist, you will need to have strong programming skills and good understanding of data science and Machine Learning tools.
What´s in it for you?"
127,Data Scientist,Salasar New Age Technologies,"Noida, Uttar Pradesh",Nothing_found,"Hiring Data Scientists with 1-3 year of experience for our Noida office, should be open to relocate to US.
Research, develop and prototype algorithms to solve…"
128,Research Associate / Data Analyst - Tamil Nadu Urban Sanitation Support Programme (TNUSSP) and Citywide Inclusive Sanitation (CWIS),Indian Institute for Human Settlements,"Chennai, Tamil Nadu",Nothing_found,"Assisting in developing and managing data collection (including survey instruments for primary data collection) and entry protocols, and implementation;"
129,ITCOE_Data Scientist - Advance Analytics,Aligned Automation,"Pune, Maharashtra",Nothing_found,"Extracts data from multiple sources and creates an analytical data mart.
Performs statistical data analysis on large data sets, resulting in impactful insights…"
130,Data Scientist,MakeMyTrip,"Bengaluru, Karnataka",Nothing_found,"Work with Engineering teams to improve data quality.
Explore data and communicate insights clearly to various stakeholders.
Sanjay Mohan, Group CTO, MakeMyTrip."
131,Data Scientist- AI,Lymbyc Solutions,"Bengaluru, Karnataka",Nothing_found,"We have created the world’s first data scientist, Leni, capable of understanding plain English queries from user, and autonomously being able to take decisions…"
132,Senior Data Scientist,PayPal,"Chennai, Tamil Nadu",Nothing_found,"Leveraging data analysis tools and technologies.
Ensure the team is delivering on our KPIs by using various data mining and data visualization tools to monitor…"
133,Senior Manager - Data Scientist,Michelin,"Pune, Maharashtra",Nothing_found,"The data are aggregated and the approach is documented.
The data, its relevance and its source are described and prioritized."
134,Data Scientist,Cove Venture,"Guntur, Andhra Pradesh","₹60,000 - ₹1,00,000 a month","60,000 to Rs 1,00,000 per month.
As a Data Scientist you will work with huge datasets, troubleshooting challenging issues with machine learning, programming and…"
135,Data Scientist,Techlive,"Noida, Uttar Pradesh",Nothing_found,Good Oral and Written Communication Skills.
136,Data Analyst,Data Analytics,"Mohali, Punjab","₹15,000 - ₹25,000 a month",Published on : 17 days ago.
137,Data Analytics,OakNorth Bank,"Bengaluru, Karnataka",Nothing_found,"A data analytics specialist who will implement, develop and run OakNorth’s new data analytics strategy and capability for the third line of defence."
138,Data Scientist,Six Sigma,"Kochi, Kerala","₹40,000 a month","Job Title Opening for Data scientist.
Job Level Executive - Non-Managerial.
Experience - Minimum No.Of Years 2.0.
Experience - Maximum No.Of Years 6.0."
139,Data Analyst,Prevalent AI,"Kochi, Kerala",Nothing_found,"Providing technical expertise on data storage structures, data mining, and data cleansing.
Mine large data sets, cleanse the data."
140,Data Analyst,PayU,"Gurgaon, Haryana",Nothing_found,"Ability to work on large data sets, analyze and interpret data for performance improvement and issue detection.
We believe in collaboration and partnerships."
141,Data Analyst,Annapurna Group,"Guwahati, Assam",Nothing_found,"Application Duration:: 10.12.2020 to 10.01.2021.
Job Description Summary: The Annapurna Group is looking for a Data Analyst who will be based at our Head office…"
142,Data Analytics Internship,Greenhorn Wellness Pvt. Ltd,"Bengaluru, Karnataka","₹12,000 - ₹18,000 a month","Query data and prepare reports in defined formats 2.
Analyze and provide customer insights based on data 3.
Eloelo was created with a vision to provide trusted…"
143,Data Scientist,BDB,"Bengaluru, Karnataka",Nothing_found,"3+ years of experience in using statistical and data mining techniques to solve real business problems.
Analyze data sets to summarize, identify trends, predict…"
144,Data Scientist,NOVIQUE HEALTH,"Mumbai, Maharashtra",Nothing_found,"Complex data domains, especially: natural language, health data e.g. insurance claims.
Work autonomously on your projects, supported by a growing and ambitious…"
145,Data Analyst,AI Engineer,"Coimbatore, Tamil Nadu","₹17,000 - ₹25,000 a month","Extract usable information from unstructured data using data mining techniques.
Understand data process flows and recommend data quality and process…"
146,Data Scientist,Transorg Analytics,"Gurgaon, Haryana",Nothing_found,"Should have sound experience in data mining and data analysis.
Must have a passion for data, structured or unstructured.
Why would you like to join us?"
147,Data Scientist,MRoads,"Hyderabad, Telangana",Nothing_found,"We are looking for data scientists to be based in Hyderabad, India with 3-5 years of experience in statistical modeling and data science."
148,Data Scientist,Clean Harbors India LLP,"Hyderabad, Telangana",Nothing_found,"Experience with data mining and manipulation required.
Strong experience in R programming Language, Python and Machine learning."
149,Data Scientist,TransAltus Management consulting Private Limited,"Bengaluru, Karnataka",Nothing_found,"Manipulate data and draw insights from large data sets.
5+ years' experience in data science.
Experience working with and creating data architectures."
150,Data Analyst,Cognizant,"Hyderabad, Telangana",Nothing_found,Individuals in this role perform data entry of data received from Source documents into the respective Clinical/Safety database While peroforming this activity…
151,Data Scientist,Foghorn Systems,"Pune, Maharashtra",Nothing_found,"Our data scientists like our team because:
Complex Event Processing (CEP) or other streaming data as a data source for data mining analysis.
No “<>” are needed."
152,Data Scientist,Hookfish,"Mumbai, Maharashtra",Nothing_found,"We are looking for a data scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver…"
